,Paths,Label
117,../Data/Train/BL3-1-DL\slice00330 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
118,../Data/Train/BL3-1-DL\slice00330 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
119,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
120,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
121,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
122,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
123,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
124,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
125,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
126,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
127,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
128,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
129,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
130,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
131,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
132,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
133,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
134,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
135,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
136,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
137,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
138,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
139,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
140,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
141,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
142,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
143,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
144,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
145,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
146,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
147,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
148,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
149,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
150,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
151,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
152,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
153,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
154,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
155,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
156,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
157,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
158,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
159,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
160,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
161,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
162,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
163,../Data/Train/BL3-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
164,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
165,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
166,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
167,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
168,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
169,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
170,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
171,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
172,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
173,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
174,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
175,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
176,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
177,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
178,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
179,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
180,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
181,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
182,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
183,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
184,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
185,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
186,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
187,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
188,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
189,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
190,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_bbox_raw_9.png,0
191,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
192,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
193,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
194,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
195,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
196,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
197,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
198,../Data/Train/BL3-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
199,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
200,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
201,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
202,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
203,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
204,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
205,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
206,../Data/Train/BL3-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
207,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
208,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
209,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
210,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
211,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
212,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
213,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
214,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
215,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
216,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
217,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
218,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
219,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
220,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
221,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
222,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
223,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
224,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
225,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
226,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
227,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
228,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
229,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
230,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
231,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
232,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
233,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
234,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
235,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
236,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
237,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
238,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
239,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
240,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
241,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
242,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
243,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
244,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
245,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
246,../Data/Train/BL3-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_bbox_raw_8.png,0
247,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
248,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
249,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
250,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
251,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
252,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
253,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_bbox_raw_7.png,0
